id,student_id,course_id,course_grade
16629,339,PHYSICS LABORATORY,10
16630,339,MECH OSCILLATIONS & WAVE,9
16631,339,ENVIRONMENTAL STUDIES,7
16632,339,FUNDA OF FIN AND ACCOUNT,7
16633,339,MICROPROC & INTERFACING,6
16634,339,CONTROL SYSTEMS,6
16635,339,SIGNALS & SYSTEMS,8
16636,339,MICROELECTRONIC CIRCUITS,7
16637,339,CONTROL SYSTEMS LABORATORY,10
16638,339,ELEC & ELECTRONIC CIRCUITS LAB,10
16639,339,DEVELOPMENT ECONOMICS,6
16640,339,INTRODUCTION TO MEMS,7
16641,339,COMMUNICATION SYSTEMS,7
16642,339,ANALOG ELECTRONICS,7
16643,339,POWER ELECTRONICS,7
16644,339,STATISTICAL MECHANICS,7
16645,339,PRACTICE SCHOOL II,10
16646,339,PRACTICE SCHOOL I,10
16647,340,CHEMISTRY LABORATORY,10
16648,340,GENERAL CHEMISTRY,8
16649,340,ELECTRICAL SCIENCES,8
16650,340,MATHEMATICS I,8
16651,340,WORKSHOP PRACTICE,8
16652,340,PHYSICS LABORATORY,10
16653,340,MECH OSCILLATIONS & WAVE,8
16654,340,ENVIRONMENTAL STUDIES,7
16655,340,PRINCIPLES OF ECONOMICS,8
16656,340,FUNDA OF FIN AND ACCOUNT,9
16657,340,MATHEMATIC & STAT METHOD,8
16658,340,ECONOMIC ENV OF BUSINESS,9
16659,340,CONTEMPORARY INDIA,8
16660,340,ADV COMMUNICATIVE ENG,7
16661,340,MATHEMATICS III,10
16662,340,ELECTROMAGNETIC THEORY,9
16663,340,ELECTRONIC DEVICES,8
16664,340,DIGITAL DESIGN,8
16665,340,CONTROL SYSTEMS,8
16666,340,SIGNALS & SYSTEMS,8
16667,340,INTERNATIONAL ECONOMICS,8
16668,340,MONEY BANK & FIN MARKETS,8
16669,340,ISSUES IN ECONOMIC DEV,7
16670,340,OPERATING SYSTEMS,7
16671,340,COMMUNICATION SYSTEMS,7
16672,340,EM FIELDS & MICRO ENGG,7
16673,340,DIGITAL SIGNAL PROCESS,8
16674,340,BUSS ANAL & VALUATION,10
16675,340,SECUR ANAL & PORTFOL MGT,8
16676,340,INTERNET OF THINGS,8
16677,340,THESIS,10
16678,340,BIOLOGY LABORATORY,10
16679,340,GENERAL BIOLOGY,8
16680,340,ENGINEERING GRAPHICS,8
16681,340,THERMODYNAMICS,7
16682,340,TECHNICAL REPORT WRITING,9
16683,340,COMPUTER PROGRAMMING,9
16684,340,MATHEMATICS II,7
16685,340,PROBABILITY & STATISTICS,7
16686,340,ECONOMETRIC METHODS,7
16687,340,MICROECONOMICS,8
16688,340,MACROECONOMICS,8
16689,340,ECONOMIC OF GROWTH & DEV,9
16690,340,INDUSTRIAL ECONOMICS,7
16691,340,FINANCIAL MANAGEMENT,5
16692,340,DERIVATIVES &  RISK MGMT,10
16693,340,PRINCIPLES OF MANAGEMENT,7
16694,340,ELECTRICAL MACHINES,7
16695,340,MICROPROC & INTERFACING,7
16696,340,MICROELECTRONIC CIRCUITS,7
16697,340,PUBLIC FIN THEO & POLICY,7
16698,340,APPLIED ECONOMETRICS,7
16699,340,ECONOMIC ANAL OF PUB POL,7
16700,340,ELEC & ELECTRONIC CIRCUITS LAB,9
16701,340,FINANCIAL RISK ANALYTICS & M,7
16702,340,EM FIELDS & MICRO ENGG LAB,5
16703,340,ANALOG ELECTRONICS,7
16704,340,COMMUNICATION NETWORKS,7
16705,340,INFO THEORY & CODING,6
16706,340,FINANCIAL MANAGEMENT,7
16707,340,FPGA BASED SYS DESG LAB,8
16708,340,CREATIVE WRITING,8
16709,340,PRACTICE SCHOOL II,10
16710,340,PRACTICE SCHOOL I,10
16711,341,BIOLOGY LABORATORY,9
16712,341,GENERAL BIOLOGY,7
16713,341,ENGINEERING GRAPHICS,8
16714,341,THERMODYNAMICS,8
16715,341,TECHNICAL REPORT WRITING,7
16716,341,COMPUTER PROGRAMMING,6
16717,341,MATHEMATICS I,9
16718,341,ELECTRICAL MACHINES,10
16719,341,ELECTROMAGNETIC THEORY,8
16720,341,ELECTRONIC DEVICES,9
16721,341,DIGITAL DESIGN,7
16722,341,PRINCIPLES OF ECONOMICS,8
16723,341,CULTURAL STUDIES,8
16724,341,MATHEMATICS III,10
16725,341,DATA STRUCTURES & ALGO,5
16726,341,EM FIELDS & MICRO ENGG,10
16727,341,COMMUNICATION NETWORKS,8
16728,341,INFO THEORY & CODING,9
16729,341,ANALOG & DIGIT VLSI DES,10
16730,341,DIGITAL IMAGE PROCESSING,7
16731,341,RECONFIGURABLE COMPUTING,9
16732,341,DIGITAL COMMUNICATION,10
16733,341,CHEMISTRY LABORATORY,10
16734,341,GENERAL CHEMISTRY,9
16735,341,ELECTRICAL SCIENCES,9
16736,341,MATHEMATICS II,8
16737,341,PROBABILITY & STATISTICS,9
16738,341,WORKSHOP PRACTICE,9
16739,341,PHYSICS LABORATORY,10
16740,341,MECH OSCILLATIONS & WAVE,7
16741,341,"SCIENCE,TECH & MODERNITY",7
16742,341,ENVIRONMENTAL STUDIES,7
16743,341,MICROPROC & INTERFACING,6
16744,341,CONTROL SYSTEMS,10
16745,341,SIGNALS & SYSTEMS,10
16746,341,MICROELECTRONIC CIRCUITS,9
16747,341,DISASTER AND DEVELOPMENT,8
16748,341,DISCRETE MATHEMATICS,8
16749,341,COMPUTER ARCHITECTURE,9
16750,341,COMMUNICATION SYSTEMS,10
16751,341,ANALOG ELECTRONICS,8
16752,341,LABORATORY PROJECT,9
16753,341,DIGITAL SIGNAL PROCESS,9
16754,341,INTERNET OF THINGS,8
16755,341,PRACTICE SCHOOL II,10
16756,341,PRACTICE SCHOOL I,10
16757,342,BIOLOGY LABORATORY,10
16758,342,GENERAL BIOLOGY,10
16759,342,ENGINEERING GRAPHICS,9
16760,342,THERMODYNAMICS,8
16761,342,TECHNICAL REPORT WRITING,9
16762,342,COMPUTER PROGRAMMING,8
16763,342,MATHEMATICS I,8
16764,342,HUM THEO OF SC & TECH,10
16765,342,ELECTRICAL MACHINES,10
16766,342,ELECTROMAGNETIC THEORY,8
16767,342,ELECTRONIC DEVICES,10
16768,342,DIGITAL DESIGN,9
16769,342,MATHEMATICS III,10
16770,342,PRINCIPLES OF MANAGEMENT,10
16771,342,DATA STRUCTURES & ALGO,8
16772,342,FOUNDATIONS OF DATA SCIENCE,7
16773,342,EM FIELDS & MICRO ENGG,8
16774,342,COMMUNICATION NETWORKS,10
16775,342,INFO THEORY & CODING,10
16776,342,INTERNET OF THINGS,9
16777,342,APPLIED STATISTICAL METHODS,8
16778,342,NATURAL LANGUAGE PROCESSING,10
16779,342,FUNDA OF FIN AND ACCOUNT,10
16780,342,DERIVATIVES &  RISK MGMT,10
16781,342,SECUR ANAL & PORTFOL MGT,10
16782,342,FPGA BASED SYS DESG LAB,8
16783,342,OPTIMIZATION,10
16784,342,CHEMISTRY LABORATORY,10
16785,342,GENERAL CHEMISTRY,10
16786,342,ELECTRICAL SCIENCES,10
16787,342,MATHEMATICS II,9
16788,342,PROBABILITY & STATISTICS,9
16789,342,WORKSHOP PRACTICE,10
16790,342,PHYSICS LABORATORY,10
16791,342,MECH OSCILLATIONS & WAVE,7
16792,342,"SCIENCE,TECH & MODERNITY",10
16793,342,ENVIRONMENTAL STUDIES,7
16794,342,MICROPROC & INTERFACING,8
16795,342,CONTROL SYSTEMS,9
16796,342,SIGNALS & SYSTEMS,9
16797,342,MICROELECTRONIC CIRCUITS,8
16798,342,DISASTER AND DEVELOPMENT,10
16799,342,DISCRETE MATHEMATICS,10
16800,342,MACHINE LEARNING,7
16801,342,COMPUTER ARCHITECTURE,10
16802,342,OPERATING SYSTEMS,10
16803,342,COMMUNICATION SYSTEMS,10
16804,342,ANALOG ELECTRONICS,10
16805,342,DIGITAL SIGNAL PROCESS,10
16806,342,PRACTICE SCHOOL II,10
16807,342,PRACTICE SCHOOL I,10
16808,343,BIOLOGY LABORATORY,10
16809,343,GENERAL BIOLOGY,8
16810,343,ENGINEERING GRAPHICS,9
16811,343,THERMODYNAMICS,8
16812,343,TECHNICAL REPORT WRITING,9
16813,343,COMPUTER PROGRAMMING,9
16814,343,MATHEMATICS I,7
16815,343,PRINCIPLES OF ECONOMICS,7
16816,343,ELECTRICAL MACHINES,8
16817,343,ELECTROMAGNETIC THEO,8
16818,343,ELECTRONIC DEVICES,7
16819,343,DIGITAL DESIGN,7
16820,343,CINEMATIC ADAPTATION,10
16821,343,MATHEMATICS III,7
16822,343,POWER SYSTEMS,8
16823,343,ANALOG & DIGIT VLSI DES,9
16824,343,INTERNET OF THINGS,8
16825,343,DIGITAL IMAGE PROCESSING,8
16826,343,STUDY PROJECT,9
16827,343,OPTIMIZATION,7
16828,343,PRACTICE SCHOOL II,10
16829,343,CHEMISTRY LABORATORY,10
16830,343,GENERAL CHEMISTRY,9
16831,343,ELECTRICAL SCIENCES,8
16832,343,MATHEMATICS II,8
16833,343,PROBABILITY & STATISTICS,7
16834,343,WORKSHOP PRACTICE,8
16835,343,PHYSICS LABORATORY,10
16836,343,MECH OSCILLATIONS & WAVE,8
16837,343,ENVIRONMENTAL STUDIES,7
16838,343,MICROPROC & INTERFACING,8
16839,343,CONTROL SYSTEMS,7
16840,343,SIGNALS & SYSTEMS,7
16841,343,MICROELECTRONIC CIRCUITS,7
16842,343,CONTROL SYSTEMS LABORATORY,10
16843,343,ELEC & ELECTRONIC CIRCUITS LAB,10
16844,343,POST COLONIAL LITERATURE,9
16845,343,OBJECT ORIENTED PROG,10
16846,343,INTERNATIONAL BUSINESS,10
16847,343,COMMUNICATION SYSTEMS,10
16848,343,ANALOG ELECTRONICS,10
16849,343,POWER ELECTRONICS,10
16850,343,LABORATORY PROJECT,10
16851,343,MARKETING RESEARCH,10
16852,343,DERIVATIVES &  RISK MGMT,10
16853,343,ENGLISH LITERARY FORMS & MOV.,9
16854,343,PRACTICE SCHOOL I,10
16855,344,CHEMISTRY LABORATORY,10
16856,344,GENERAL CHEMISTRY,6
16857,344,ELECTRICAL SCIENCES,7
16858,344,MATHEMATICS I,8
16859,344,WORKSHOP PRACTICE,8
16860,344,PHYSICS LABORATORY,10
16861,344,MECH OSCILLATIONS & WAVE,6
16862,344,ENVIRONMENTAL STUDIES,7
16863,344,SRIMAD BHAGAVAD GITA,7
16864,344,MATHEMATICS III,7
16865,344,MECHANICS OF SOLIDS,8
16866,344,FLUID MECHANICS,8
16867,344,MATERIALS SCIENCE & ENGG,8
16868,344,APPLIED THERMODYNAMICS,8
16869,344,MECHANICAL ENGG LAB,8
16870,344,CONTROL SYSTEMS,6
16871,344,ADV MECHANICS OF SOLIDS,7
16872,344,COMPUTER AIDED DESIGN,9
16873,344,MECHANICAL VIBRATIONS,7
16874,344,DESIGN PROJECT,10
16875,344,ENERGY MANAGEMENT,8
16876,344,SUPPLY CHAIN MANAGEMENT,10
16877,344,PROJECT APPRAISAL,6
16878,344,COMPUTER AIDED MANUFACT,7
16879,344,BIOLOGY LABORATORY,10
16880,344,GENERAL BIOLOGY,7
16881,344,ENGINEERING GRAPHICS,8
16882,344,THERMODYNAMICS,9
16883,344,TECHNICAL REPORT WRITING,6
16884,344,COMPUTER PROGRAMMING,7
16885,344,MATHEMATICS II,8
16886,344,PROBABILITY & STATISTICS,9
16887,344,PRINCIPLES OF ECONOMICS,10
16888,344,CULTURAL STUDIES,9
16889,344,HUMAN RESOURCE DEVELOP,7
16890,344,MACHINE DESIGN & DRAWING,9
16891,344,IC ENGINES,8
16892,344,PRODUCTION TECHNIQUES I,9
16893,344,KIN & DYN OF MACHINES,8
16894,344,ARTIFICIAL INTELLIGENCE FOR RO,8
16895,344,ROBOTICS,7
16896,344,HEAT TRANSFER,9
16897,344,PRODUCTION TECHNIQUES II,7
16898,344,PRIMEMOVERS & FLUID MACH,10
16899,344,ENGINEERING OPTIMIZATION,10
16900,344,DESIGN PROJECT,9
16901,344,PRACTICE SCHOOL II,10
16902,344,PRACTICE SCHOOL I,10
16903,345,CHEMISTRY LABORATORY,10
16904,345,GENERAL CHEMISTRY,9
16905,345,ELECTRICAL SCIENCES,8
16906,345,MATHEMATICS I,9
16907,345,WORKSHOP PRACTICE,7
16908,345,PHYSICS LABORATORY,10
16909,345,MECH OSCILLATIONS & WAVE,7
16910,345,ENVIRONMENTAL STUDIES,7
16911,345,PRINCIPLES OF ECONOMICS,10
16912,345,FUNDA OF FIN AND ACCOUNT,10
16913,345,MATHEMATIC & STAT METHOD,8
16914,345,ECONOMIC ENV OF BUSINESS,9
16915,345,BUSINESS COMMUNICATION,7
16916,345,CONTEMPORARY INDAIN ENG FIC,7
16917,345,MATHEMATICS III,8
16918,345,OBJECT ORIENTED PROG,6
16919,345,LOGIC IN COMPUTER SC,7
16920,345,DIGITAL DESIGN,7
16921,345,DISCR STRUC FOR COMP SCI,8
16922,345,INTERNATIONAL ECONOMICS,8
16923,345,MONEY BANK & FIN MARKETS,9
16924,345,ISSUES IN ECONOMIC DEV,8
16925,345,PRINCIPLES OF PROGG LANG,5
16926,345,FOUNDATIONS OF DATA SCIENCE,6
16927,345,COMPUTER ARCHITECTURE,8
16928,345,THEORY OF COMPUTATION,6
16929,345,OPERATING SYSTEMS,9
16930,345,NATURAL LANGUAGE PROCESSING,8
16931,345,BUSS ANAL & VALUATION,8
16932,345,SECUR ANAL & PORTFOL MGT,10
16933,345,PRACTICE SCHOOL II,10
16934,345,BIOLOGY LABORATORY,9
16935,345,GENERAL BIOLOGY,9
16936,345,ENGINEERING GRAPHICS,7
16937,345,THERMODYNAMICS,10
16938,345,TECHNICAL REPORT WRITING,8
16939,345,COMPUTER PROGRAMMING,9
16940,345,MATHEMATICS II,8
16941,345,PROBABILITY & STATISTICS,8
16942,345,ECONOMETRIC METHODS,7
16943,345,MICROECONOMICS,10
16944,345,MACROECONOMICS,8
16945,345,ECONOMIC OF GROWTH & DEV,6
16946,345,FINANCIAL MANAGEMENT,9
16947,345,DERIVATIVES &  RISK MGMT,8
16948,345,INTRODUCTORY PHILOSOPHY,8
16949,345,PRINCIPLES OF MANAGEMENT,9
16950,345,DATA STRUCTURES & ALGO,8
16951,345,DATABASE SYSTEMS,8
16952,345,MICROPROC & INTERFACING,7
16953,345,STUDY PROJECT,10
16954,345,PUBLIC FIN THEO & POLICY,8
16955,345,APPLIED ECONOMETRICS,7
16956,345,ECONOMIC ANAL OF PUB POL,8
16957,345,MACHINE LEARNING,8
16958,345,COMPUTER NETWORKS,7
16959,345,COMPILER CONSTRUCTION,7
16960,345,DESIGN & ANAL OF ALGO,7
16961,345,INFORMATION RETRIEVAL,6
16962,345,FINANCIAL RISK ANALYTICS & M,7
16963,345,PRACTICE SCHOOL II,10
16964,345,PRACTICE SCHOOL I,10
16965,346,BIOLOGY LABORATORY,9
16966,346,GENERAL BIOLOGY,6
16967,346,ENGINEERING GRAPHICS,7
16968,346,THERMODYNAMICS,5
16969,346,TECHNICAL REPORT WRITING,8
16970,346,COMPUTER PROGRAMMING,9
16971,346,MATHEMATICS I,6
16972,346,ELECTRICAL MACHINES,7
16973,346,ELECTROMAGNETIC THEORY,5
16974,346,ELECTRONIC DEVICES,5
16975,346,DIGITAL DESIGN,5
16976,346,CULTURAL STUDIES,6
16977,346,MATHEMATICS III,5
16978,346,PRINCIPLES OF MANAGEMENT,5
16979,346,EM FIELDS & MICRO ENGG,4
16980,346,COMMUNICATION NETWORKS,5
16981,346,INFO THEORY & CODING,5
16982,346,BUSS ANAL & VALUATION,5
16983,346,DERIVATIVES &  RISK MGMT,6
16984,346,SECUR ANAL & PORTFOL MGT,6
16985,346,FINANCIAL MANAGEMENT,5
16986,346,PRACTICE SCHOOL II,10
16987,346,CHEMISTRY LABORATORY,8
16988,346,GENERAL CHEMISTRY,6
16989,346,ELECTRICAL SCIENCES,7
16990,346,MATHEMATICS II,6
16991,346,PROBABILITY & STATISTICS,6
16992,346,WORKSHOP PRACTICE,8
16993,346,PHYSICS LABORATORY,7
16994,346,MECH OSCILLATIONS & WAVE,6
16995,346,ENVIRONMENTAL STUDIES,7
16996,346,MICROPROC & INTERFACING,7
16997,346,CONTROL SYSTEMS,6
16998,346,SIGNALS & SYSTEMS,8
16999,346,MICROELECTRONIC CIRCUITS,5
17000,346,FUNDA OF FIN AND ACCOUNT,7
17001,346,CONTROL SYSTEMS LABORATORY,10
17002,346,DEVELOPMENT ECONOMICS,8
17003,346,COMPUTER ARCHITECTURE,7
17004,346,COMMUNICATION SYSTEMS,7
17005,346,ANALOG ELECTRONICS,7
17006,346,DIGITAL SIGNAL PROCESS,6
17007,346,ELEC & ELECTRONIC CIRCUITS LAB,8
17008,346,INTERNET OF THINGS,9
17009,346,OBJECT ORIENTED PROG,6
17010,346,POP LITER & CULT S ASIA,7
17011,346,PRACTICE SCHOOL I,10
17012,347,BIOLOGY LABORATORY,10
17013,347,GENERAL BIOLOGY,6
17014,347,ENGINEERING GRAPHICS,9
17015,347,THERMODYNAMICS,5
17016,347,TECHNICAL REPORT WRITING,7
17017,347,COMPUTER PROGRAMMING,6
17018,347,MATHEMATICS I,5
17019,347,PRINCIPLES OF ECONOMICS,7
17020,347,ELECTRICAL MACHINES,6
17021,347,ELECTROMAGNETIC THEO,7
17022,347,ELECTRONIC DEVICES,6
17023,347,DIGITAL DESIGN,5
17024,347,CULTURAL STUDIES,7
17025,347,MATHEMATICS III,6
17026,347,BUSS ANAL & VALUATION,8
17027,347,POWER SYSTEMS,8
17028,347,ANALOG & DIGIT VLSI DES,8
17029,347,DIGITAL IMAGE PROCESSING,8
17030,347,DERIVATIVES &  RISK MGMT,6
17031,347,SECUR ANAL & PORTFOL MGT,6
17032,347,FINANCIAL MANAGEMENT,6
17033,347,OPTIMIZATION,6
17034,347,INTERNATIONAL ECONOMICS,7
17035,347,PROJECT APPRAISAL,7
17036,347,INTERNATIONAL BUSINESS,7
17037,347,DIGITAL COMMUNICATION,6
17038,347,EFFECTIVE PUBLIC SPEAK,8
17039,347,CHEMISTRY LABORATORY,10
17040,347,GENERAL CHEMISTRY,6
17041,347,ELECTRICAL SCIENCES,6
17042,347,MATHEMATICS II,6
17043,347,PROBABILITY & STATISTICS,8
17044,347,WORKSHOP PRACTICE,10
17045,347,PHYSICS LABORATORY,10
17046,347,MECH OSCILLATIONS & WAVE,5
17047,347,ENVIRONMENTAL STUDIES,7
17048,347,FUNDA OF FIN AND ACCOUNT,7
17049,347,MICROPROC & INTERFACING,5
17050,347,CONTROL SYSTEMS,5
17051,347,SIGNALS & SYSTEMS,6
17052,347,MICROELECTRONIC CIRCUITS,5
17053,347,CONTROL SYSTEMS LABORATORY,10
17054,347,ELEC & ELECTRONIC CIRCUITS LAB,10
17055,347,SRIMAD BHAGAVAD GITA,8
17056,347,COMMUNICATION SYSTEMS,9
17057,347,ANALOG ELECTRONICS,9
17058,347,POWER ELECTRONICS,8
17059,347,INTERNET OF THINGS,7
17060,347,DERIVATIVES &  RISK MGMT,10
17061,347,SECUR ANAL & PORTFOL MGT,10
17062,347,FINANCIAL MANAGEMENT,8
17063,347,PRACTICE SCHOOL II,10
17064,347,PRACTICE SCHOOL I,10
17065,348,BIOLOGY LABORATORY,10
17066,348,GENERAL BIOLOGY,9
17067,348,ENGINEERING GRAPHICS,10
17068,348,THERMODYNAMICS,9
17069,348,TECHNICAL REPORT WRITING,10
17070,348,COMPUTER PROGRAMMING,10
17071,348,MATHEMATICS I,9
17072,348,ELECTRICAL MACHINES,8
17073,348,ELECTROMAGNETIC THEORY,9
17074,348,ELECTRONIC DEVICES,8
17075,348,DIGITAL DESIGN,9
17076,348,PHONETICS & SPOKEN ENGL,10
17077,348,MATHEMATICS III,7
17078,348,PRINCIPLES OF MANAGEMENT,10
17079,348,FOUNDATIONS OF DATA SCIENCE,8
17080,348,ARTIFICIAL INTELLIGENCE,10
17081,348,INFORMATION RETRIEVAL,9
17082,348,EM FIELDS & MICRO ENGG,7
17083,348,COMMUNICATION NETWORKS,8
17084,348,INFO THEORY & CODING,7
17085,348,DESIGN PROJECT,10
17086,348,APPLIED STATISTICAL METHODS,9
17087,348,DATA STRUCTURES & ALGO,10
17088,348,INTERNET OF THINGS,10
17089,348,CHEMISTRY LABORATORY,10
17090,348,GENERAL CHEMISTRY,9
17091,348,ELECTRICAL SCIENCES,9
17092,348,MATHEMATICS II,10
17093,348,PROBABILITY & STATISTICS,10
17094,348,WORKSHOP PRACTICE,10
17095,348,PHYSICS LABORATORY,10
17096,348,MECH OSCILLATIONS & WAVE,10
17097,348,ENVIRONMENTAL STUDIES,7
17098,348,MICROPROC & INTERFACING,10
17099,348,CONTROL SYSTEMS,7
17100,348,SIGNALS & SYSTEMS,10
17101,348,MICROELECTRONIC CIRCUITS,5
17102,348,CONTROL SYSTEMS LABORATORY,10
17103,348,ELEC & ELECTRONIC CIRCUITS LAB,10
17104,348,EFFECTIVE PUBLIC SPEAK,10
17105,348,PUBLIC ADMINISTRATION,10
17106,348,MACHINE LEARNING,8
17107,348,COMPUTER ARCHITECTURE,9
17108,348,DATA MINING,10
17109,348,COMMUNICATION SYSTEMS,10
17110,348,ANALOG ELECTRONICS,10
17111,348,DIGITAL SIGNAL PROCESS,9
17112,348,DISCRETE MATHEMATICS,8
17113,348,PRACTICE SCHOOL II,10
17114,348,PRACTICE SCHOOL I,10
17115,349,BIOLOGY LABORATORY,9
17116,349,GENERAL BIOLOGY,7
17117,349,ENGINEERING GRAPHICS,9
17118,349,THERMODYNAMICS,7
17119,349,TECHNICAL REPORT WRITING,7
17120,349,COMPUTER PROGRAMMING,5
17121,349,MATHEMATICS I,6
17122,349,ELECTRICAL MACHINES,6
17123,349,ELECTROMAGNETIC THEO,7
17124,349,ELECTRONIC DEVICES,7
17125,349,DIGITAL DESIGN,5
17126,349,BUSINESS COMMUNICATION,10
17127,349,MATHEMATICS III,7
17128,349,PRINCIPLES OF MANAGEMENT,6
17129,349,GAME THEORY AND ITS APPLICATIO,6
17130,349,POWER SYSTEMS,9
17131,349,ANALOG & DIGIT VLSI DES,10
17132,349,INTERNET OF THINGS,8
17133,349,DIGITAL IMAGE PROCESSING,8
17134,349,DISASTER AND DEVELOPMENT,8
17135,349,OPTIMIZATION,7
17136,349,PRACTICE SCHOOL II,10
17137,349,CHEMISTRY LABORATORY,9
17138,349,GENERAL CHEMISTRY,7
17139,349,ELECTRICAL SCIENCES,6
17140,349,MATHEMATICS II,5
17141,349,PROBABILITY & STATISTICS,6
17142,349,WORKSHOP PRACTICE,8
17143,349,PHYSICS LABORATORY,8
17144,349,MECH OSCILLATIONS & WAVE,5
17145,349,ENVIRONMENTAL STUDIES,7
17146,349,HUM THEO OF SC & TECH,5
17147,349,FUNDA OF FIN AND ACCOUNT,7
17148,349,MICROPROC & INTERFACING,6
17149,349,CONTROL SYSTEMS,8
17150,349,SIGNALS & SYSTEMS,6
17151,349,MICROELECTRONIC CIRCUITS,6
17152,349,CONTROL SYSTEMS LABORATORY,9
17153,349,OBJECT ORIENTED PROG,7
17154,349,OPERATING SYSTEMS,7
17155,349,COMMUNICATION SYSTEMS,7
17156,349,ANALOG ELECTRONICS,7
17157,349,POWER ELECTRONICS,7
17158,349,ESSENTIALS OF STRATE MGT,9
17159,349,PROJECT APPRAISAL,6
17160,349,INTERNATIONAL BUSINESS,7
17161,349,PRACTICE SCHOOL I,10
17162,350,BIOLOGY LABORATORY,10
17163,350,GENERAL BIOLOGY,7
17164,350,ENGINEERING GRAPHICS,10
17165,350,THERMODYNAMICS,7
17166,350,TECHNICAL REPORT WRITING,7
17167,350,COMPUTER PROGRAMMING,6
17168,350,MATHEMATICS I,6
17169,350,ELECTRICAL MACHINES,6
17170,350,ELECTROMAGNETIC THEORY,8
17171,350,ELECTRONIC DEVICES,8
17172,350,DIGITAL DESIGN,8
17173,350,PRINCIPLES OF ECONOMICS,6
17174,350,POP LITER & CULT S ASIA,7
17175,350,MATHEMATICS III,8
17176,350,GAME THEORY AND ITS APPLICATIO,6
17177,350,EM FIELDS & MICRO ENGG,8
17178,350,COMMUNICATION NETWORKS,7
17179,350,INFO THEORY & CODING,8
17180,350,INTERNET OF THINGS,8
17181,350,DIGITAL IMAGE PROCESSING,8
17182,350,PRACTICE SCHOOL II,10
17183,350,CHEMISTRY LABORATORY,10
17184,350,GENERAL CHEMISTRY,9
17185,350,ELECTRICAL SCIENCES,6
17186,350,MATHEMATICS II,8
17187,350,PROBABILITY & STATISTICS,8
17188,350,WORKSHOP PRACTICE,10
17189,350,PHYSICS LABORATORY,10
17190,350,MECH OSCILLATIONS & WAVE,9
17191,350,ENVIRONMENTAL STUDIES,7
17192,350,MICROPROC & INTERFACING,6
17193,350,CONTROL SYSTEMS,8
17194,350,SIGNALS & SYSTEMS,8
17195,350,MICROELECTRONIC CIRCUITS,7
17196,350,ELEC & ELECTRONIC CIRCUITS LAB,10
17197,350,DEVELOPMENT ECONOMICS,6
17198,350,HUMAN RESOURCE DEVELOP,5
17199,350,CRYPTOGRAPHY,7
17200,350,COMPUTER ARCHITECTURE,7
17201,350,STUDY PROJECT,10
17202,350,COMMUNICATION SYSTEMS,7
17203,350,ANALOG ELECTRONICS,7
17204,350,DIGITAL SIGNAL PROCESS,7
17205,350,NEURAL NET & FUZZY LOGIC,7
17206,350,MACHINE LEARNING,4
17207,350,OBJECT ORIENTED PROG,6
17208,350,OPERATING SYSTEMS,5
17209,350,SRIMAD BHAGAVAD GITA,5
17210,350,PRACTICE SCHOOL I,10
17211,351,BIOLOGY LABORATORY,9
17212,351,GENERAL BIOLOGY,9
17213,351,ENGINEERING GRAPHICS,9
17214,351,THERMODYNAMICS,7
17215,351,TECHNICAL REPORT WRITING,8
17216,351,COMPUTER PROGRAMMING,8
17217,351,MATHEMATICS I,6
17218,351,CHEMISTRY LABORATORY,10
17219,351,GENERAL CHEMISTRY,9
17220,351,ELECTRICAL SCIENCES,7
17221,351,MATHEMATICS II,9
17222,351,PROBABILITY & STATISTICS,10
17223,351,WORKSHOP PRACTICE,9
17224,351,PHYSICS LABORATORY,10
17225,351,MECH OSCILLATIONS & WAVE,9
17226,352,BIOLOGY LABORATORY,9
17227,352,GENERAL BIOLOGY,5
17228,352,ENGINEERING GRAPHICS,8
17229,352,THERMODYNAMICS,4
17230,352,TECHNICAL REPORT WRITING,7
17231,352,COMPUTER PROGRAMMING,4
17232,352,MATHEMATICS I,5
17233,352,ELECTRICAL MACHINES,7
17234,352,ELECTROMAGNETIC THEORY,2
17235,352,ELECTRONIC DEVICES,7
17236,352,DIGITAL DESIGN,5
17237,352,PRINCIPLES OF ECONOMICS,2
17238,352,CINEMATIC ADAPTATION,6
17239,352,MATHEMATICS III,5
17240,352,NEURAL NET & FUZZY LOGIC,9
17241,352,ARTIFICIAL INTELLIGENCE,8
17242,352,EM FIELDS & MICRO ENGG,4
17243,352,COMMUNICATION NETWORKS,7
17244,352,INFO THEORY & CODING,7
17245,352,INTERNET OF THINGS,7
17246,352,DIGITAL IMAGE PROCESSING,8
17247,352,PRACTICE SCHOOL II,10
17248,352,CHEMISTRY LABORATORY,10
17249,352,GENERAL CHEMISTRY,4
17250,352,ELECTRICAL SCIENCES,5
17251,352,MATHEMATICS II,4
17252,352,PROBABILITY & STATISTICS,5
17253,352,WORKSHOP PRACTICE,9
17254,352,PHYSICS LABORATORY,10
17255,352,MECH OSCILLATIONS & WAVE,4
17256,352,ENVIRONMENTAL STUDIES,7
17257,352,HUM THEO OF SC & TECH,5
17258,352,MICROPROC & INTERFACING,7
17259,352,CONTROL SYSTEMS,6
17260,352,SIGNALS & SYSTEMS,4
17261,352,MICROELECTRONIC CIRCUITS,5
17262,352,CONTROL SYSTEMS LABORATORY,10
17263,352,ELEC & ELECTRONIC CIRCUITS LAB,10
17264,352,DEVELOPMENT ECONOMICS,5
